pos,best,average,value1,value2,value3,value4,value5,competitionId,eventId,roundTypeId,personName,personId,formatId,regionalSingleRecord,regionalAverageRecord,personCountryId
1,415,462,456,415,437,558,493,gatewayKLIA2CubeOpen2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,370,443,414,583,370,406,508,gatewayKLIA2CubeOpen2025,333,3,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,336,437,435,471,336,428,448,gatewayKLIA2CubeOpen2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,372,431,443,459,391,372,662,YanchengOpen2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,404,418,459,415,404,423,416,YanchengOpen2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
2,364,470,475,555,394,540,364,YanchengOpen2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,428,449,445,687,458,428,444,ZhuhaiOpen2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,392,444,392,446,413,493,473,ZhuhaiOpen2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
2,415,525,415,678,616,480,480,ZhuhaiOpen2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,348,398,508,394,445,356,348,TwistFriesJohorBahru2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,362,440,415,700,416,488,362,TwistFriesJohorBahru2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,389,409,476,395,389,389,442,TwistFriesJohorBahru2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,362,431,409,441,444,465,362,SingaporeMofunlandCruise2025,333,d,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,388,431,432,396,740,466,388,SingaporeMofunlandCruise2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,306,519,618,620,572,306,368,SingaporeMofunlandCruise2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
2,421,505,422,421,580,516,576,WC2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,346,480,346,469,556,559,414,WC2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,362,458,417,431,362,538,526,WC2025,333,3,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,380,423,545,380,431,394,443,WC2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,406,485,504,464,488,406,678,HawaiianIslandTourKona2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,306,497,476,306,547,517,499,HawaiianIslandTourKona2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,412,439,557,476,419,421,412,HawaiianIslandTourKona2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,353,442,353,468,449,409,501,HawaiianIslandTourWaimea2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,324,461,415,324,589,464,505,HawaiianIslandTourWaimea2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,409,433,420,485,409,453,427,HawaiianIslandTourWaimea2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,419,452,476,607,446,419,434,HawaiianIslandTourHilo2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,309,425,435,462,425,309,414,HawaiianIslandTourHilo2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,403,474,416,529,477,581,403,HawaiianIslandTourHilo2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,413,457,477,464,431,477,413,HawaiianIslandTourKahala2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,411,494,411,528,503,450,687,HawaiianIslandTourKahala2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,415,502,415,561,461,485,583,HawaiianIslandTourHonolulu2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,411,459,428,504,411,589,445,HawaiianIslandTourHonolulu2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,443,454,458,443,463,447,457,HawaiianIslandTourHonolulu2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,371,439,-1,451,384,482,371,HarbinOpen2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,411,459,411,437,428,513,578,HarbinOpen2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,440,459,451,-1,440,483,442,HarbinOpen2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,407,423,438,407,417,414,442,TaizhouOpen2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,335,390,383,425,362,335,497,TaizhouOpen2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,WR,China
1,401,436,450,509,453,401,404,TaizhouOpen2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,391,470,448,413,549,637,391,ZiboOpen2025,333,1,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
2,467,483,659,488,489,467,472,ZiboOpen2025,333,2,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
2,418,468,564,463,460,418,480,ZiboOpen2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
1,377,411,406,425,377,401,440,ZhengzhouSummerIII2025,333,f,Yiheng Wang (王艺衡),2019WANY36,a,NULL,NULL,China
