userAccuracy,opponentAccuracy,gameUrl,gameId,timeClass,fen,userColor,userRating,opponent,opponentRating,opponentUrl,result,wonBy,date,openingUrl,opening,startTime,endTime,outcome,moveCount
,,https://www.chess.com/game/live/831636338?ref_id=74104030,831636338,blitz,8/8/2k1p3/8/PP1K4/8/8/8 b - -,white,2822,Nouki,2513,https://www.chess.com/member/Nouki,win,resigned,2014.06.11,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Modern-Variation...3.e3-Nf6-4.Bb5-Bd6,Nimzowitsch Larsen Attack Modern Variation...3.e3 Nf6 4.Bb5 Bd6,13:56:04,14:01:49,62,resigned
63.71,65.91,https://www.chess.com/game/live/887662705?ref_id=74104030,887662705,blitz,3k3r/2p5/B4p2/Q4NBp/P3P1nP/8/5P1q/6K1 w - -,black,2812,wonderfultime,2488,https://www.chess.com/member/wonderfultime,win,timeout,2014.08.15,https://www.chess.com/openings/Queens-Gambit-Accepted-Alekhine-Variation-4.a4,Queens Gambit Accepted Alekhine Variation 4.a4,8:05:21,8:10:45,32,timeout
75.31,70.59,https://www.chess.com/game/live/887675659?ref_id=74104030,887675659,blitz,7R/b7/2p2k1p/P4P2/7P/3n4/5r2/3K4 w - -,black,2830,wonderfultime,2475,https://www.chess.com/member/wonderfultime,win,resigned,2014.08.15,https://www.chess.com/openings/Dutch-Defense-Hopton-Attack-2...c6-3.e3-Qb6,Dutch Defense Hopton Attack 2...c6 3.e3 Qb6,8:31:32,8:37:03,51,resigned
77.6,73.55,https://www.chess.com/game/live/887681165?ref_id=74104030,887681165,blitz,4R3/8/8/8/p4r2/K3pk2/P7/8 w - -,black,2813,wonderfultime,2488,https://www.chess.com/member/wonderfultime,win,timeout,2014.08.15,https://www.chess.com/openings/Dutch-Defense-2.Nf3-g6,Dutch Defense 2.Nf3 g6,8:42:52,8:49:20,78,timeout
77.9,72.47,https://www.chess.com/game/live/887674022?ref_id=74104030,887674022,blitz,1r5k/p3R1pp/4N3/3r1p2/6n1/1B3N1P/1P4P1/6K1 b - -,white,2827,wonderfultime,2477,https://www.chess.com/member/wonderfultime,win,resigned,2014.08.15,https://www.chess.com/openings/Indian-Game-East-Indian-Defense-3.Nc3-b6-4.e4,Indian Game East Indian Defense 3.Nc3 b6 4.e4,8:27:56,8:30:49,30,resigned
81.26,86.05,https://www.chess.com/game/live/887678738?ref_id=74104030,887678738,blitz,5r2/2RR3p/4np1k/4q1p1/6P1/5P2/7K/8 w - -,white,2810,wonderfultime,2490,https://www.chess.com/member/wonderfultime,resigned,,2014.08.15,https://www.chess.com/openings/Kings-Indian-Defense-Samisch-Steiner-Attack-6...c5-7.d5,Kings Indian Defense Samisch Steiner Attack 6...c5 7.d5,8:37:39,8:41:53,48,resigned
82.22,87.47,https://www.chess.com/game/live/887658358?ref_id=74104030,887658358,blitz,8/2K2pk1/6p1/1P6/2RPR2b/6P1/5r2/8 w - -,black,2804,wonderfultime,2494,https://www.chess.com/member/wonderfultime,resigned,,2014.08.15,https://www.chess.com/openings/Modern-Defense-with-1-d4-2.c4-Bg7-3.Nf3-d6-4.g3,Modern Defense with 1 d4 2.c4 Bg7 3.Nf3 d6 4.g3,7:56:12,8:00:55,53,resigned
85.51,81.14,https://www.chess.com/game/live/887652663?ref_id=74104030,887652663,blitz,7K/5k1P/6n1/8/8/8/8/8 w - -,black,2823,wonderfultime,2479,https://www.chess.com/member/wonderfultime,win,checkmate,2014.08.15,https://www.chess.com/openings/English-Opening-Anglo-Indian-Kings-Knight-Queens-Indian-Formation...6.O-O-O-O-7.Nc3-Ne4,English Opening Anglo Indian Kings Knight Queens Indian Formation...6.O O O O 7.Nc3 Ne4,7:44:45,7:51:09,79,checkmated
86.25,77.89,https://www.chess.com/game/live/887656213?ref_id=74104030,887656213,blitz,8/8/p4NKP/1p6/4p3/P3k3/8/8 b - -,white,2826,wonderfultime,2477,https://www.chess.com/member/wonderfultime,win,resigned,2014.08.15,https://www.chess.com/openings/Slav-Defense-Exchange-Variation...7.Bd3-e6-8.Rc1-Bd6,Slav Defense Exchange Variation...7.Bd3 e6 8.Rc1 Bd6,7:51:43,7:55:28,48,resigned
89.48,84.27,https://www.chess.com/game/live/887669857?ref_id=74104030,887669857,blitz,8/8/3kp3/3p1p1p/1P1P1P2/K3nNP1/P6P/8 b - -,white,2821,wonderfultime,2481,https://www.chess.com/member/wonderfultime,win,resigned,2014.08.15,https://www.chess.com/openings/Slav-Defense-Exchange-Variation...5.Bf4-e6-6.e3-Bd6,Slav Defense Exchange Variation...5.Bf4 e6 6.e3 Bd6,8:19:40,8:24:17,55,resigned
90.23,77.05,https://www.chess.com/game/live/887666012?ref_id=74104030,887666012,blitz,5r1k/2R3Rp/3n3q/p3Q3/1p3Pp1/8/PP4KP/8 b - -,white,2815,wonderfultime,2485,https://www.chess.com/member/wonderfultime,win,resigned,2014.08.15,https://www.chess.com/openings/Slav-Defense-Exchange-Variation...8.Rc1-Bd6-9.Bxd6-Qxd6-10.f4,Slav Defense Exchange Variation...8.Rc1 Bd6 9.Bxd6 Qxd6 10.f4,8:12:00,8:16:02,33,resigned
91.3,84.8,https://www.chess.com/game/live/887649469?ref_id=74104030,887649469,blitz,4R1k1/8/5KP1/8/2b5/8/4p3/8 b - -,white,2820,wonderfultime,2482,https://www.chess.com/member/wonderfultime,win,checkmate,2014.08.15,https://www.chess.com/openings/Slav-Defense-Exchange-Variation...5.Bf4-e6-6.e3-Bd6,Slav Defense Exchange Variation...5.Bf4 e6 6.e3 Bd6,7:38:01,7:43:52,70,checkmated
91.36,84.28,https://www.chess.com/game/live/887668377?ref_id=74104030,887668377,blitz,r4r2/pp2p1bk/n1pp2pp/3P2Q1/2P1q2N/P5P1/1P3P2/3RR1K1 w - -,black,2818,wonderfultime,2483,https://www.chess.com/member/wonderfultime,win,resigned,2014.08.15,https://www.chess.com/openings/Dutch-Defense-Leningrad-Warsaw-Variation-8.Qc2,Dutch Defense Leningrad Warsaw Variation 8.Qc2,8:16:32,8:19:06,22,resigned
94.08,85.91,https://www.chess.com/game/live/887660993?ref_id=74104030,887660993,blitz,4R3/kpr5/5p1P/b2p1N2/p2P4/6P1/PP3P2/3K4 b - -,white,2808,wonderfultime,2491,https://www.chess.com/member/wonderfultime,win,resigned,2014.08.15,https://www.chess.com/openings/Queens-Gambit-Declined-Exchange-Positional-Line...8.Bxf6-Qxf6-9.Qxf6-gxf6-10.h4,Queens Gambit Declined Exchange Positional Line...8.Bxf6 Qxf6 9.Qxf6 gxf6 10.h4,8:01:30,8:04:26,36,resigned
,,https://www.chess.com/game/live/887672488?ref_id=74104030,887672488,blitz,3r4/8/1pp1bk2/p2B1p2/2P5/1P1R1KP1/P7/8 w - -,black,2824,wonderfultime,2479,https://www.chess.com/member/wonderfultime,win,resigned,2014.08.15,https://www.chess.com/openings/Queens-Pawn-Opening...2.g3-g6-3.Bg2-Bg7-4.Nf3,Queens Pawn Opening...2.g3 g6 3.Bg2 Bg7 4.Nf3,8:24:54,8:27:31,40,resigned
68.7,86.16,https://www.chess.com/game/live/895807303?ref_id=74104030,895807303,blitz,r3r1k1/pp3p2/2p2Bq1/3b4/7R/3P3P/PP3QP1/R6K b - -,black,2801,ExceptionallyDubious,2437,https://www.chess.com/member/ExceptionallyDubious,resigned,,2014.08.24,https://www.chess.com/openings/Caro-Kann-Defense-Modern-Variation-3...g6-4.Ngf3-Bg7,Caro Kann Defense Modern Variation 3...g6 4.Ngf3 Bg7,14:20:36,14:25:02,27,resigned
77.64,78.23,https://www.chess.com/game/live/895818365?ref_id=74104030,895818365,blitz,8/8/1k1K4/p7/1p6/8/8/r7 w - -,white,2787,ExceptionallyDubious,2447,https://www.chess.com/member/ExceptionallyDubious,timeout,,2014.08.24,https://www.chess.com/openings/Catalan-Opening-Closed-4...Be7-5.Nf3-O-O-6.O-O,Catalan Opening Closed 4...Be7 5.Nf3 O O 6.O O,14:35:25,14:42:06,105,timeout
82.23,77.91,https://www.chess.com/game/live/895792392?ref_id=74104030,895792392,blitz,8/5p1p/5k2/8/r2r1R2/3P2P1/5PKP/8 b - -,black,2815,ExceptionallyDubious,2428,https://www.chess.com/member/ExceptionallyDubious,win,resigned,2014.08.24,https://www.chess.com/openings/French-Defense-Chigorin-Variation,French Defense Chigorin Variation,14:00:36,14:06:05,54,resigned
84.26,78.94,https://www.chess.com/game/live/895796757?ref_id=74104030,895796757,blitz,1Q2b1r1/8/1P2nk2/8/2P5/P1KPP3/8/8 b - -,white,2817,ExceptionallyDubious,2426,https://www.chess.com/member/ExceptionallyDubious,win,resigned,2014.08.24,https://www.chess.com/openings/Mieses-Opening,Mieses Opening,14:06:11,14:10:25,43,resigned
91.56,69.71,https://www.chess.com/game/live/895803720?ref_id=74104030,895803720,blitz,1Q1n3r/1P3ppp/pkp1pqn1/8/8/8/P4PPP/1R3RK1 b - -,white,2821,ExceptionallyDubious,2422,https://www.chess.com/member/ExceptionallyDubious,win,resigned,2014.08.24,https://www.chess.com/openings/Queens-Gambit-Declined-Chigorin-Main-Line-4.cxd5,Queens Gambit Declined Chigorin Main Line 4.cxd5,14:15:48,14:20:18,24,resigned
95.11,85.61,https://www.chess.com/game/live/895810768?ref_id=74104030,895810768,blitz,6R1/8/8/7p/8/4K1k1/8/8 b - -,white,2804,ExceptionallyDubious,2435,https://www.chess.com/member/ExceptionallyDubious,win,timeout,2014.08.24,https://www.chess.com/openings/Undefined,Undefined,14:25:12,14:31:11,66,timeout
,,https://www.chess.com/game/live/895799867?ref_id=74104030,895799867,blitz,5k2/5n2/2qP2R1/7p/5Q1P/6P1/5P1K/2r5 w - -,black,2819,ExceptionallyDubious,2424,https://www.chess.com/member/ExceptionallyDubious,win,resigned,2014.08.24,https://www.chess.com/openings/Queens-Pawn-Opening...2.g3-g6-3.Bg2-Bg7-4.Nf3,Queens Pawn Opening...2.g3 g6 3.Bg2 Bg7 4.Nf3,14:10:29,14:15:38,42,resigned
,,https://www.chess.com/game/live/895815320?ref_id=74104030,895815320,blitz,2r5/6k1/1p5R/3BP3/b7/1p2P1P1/2p1K2P/8 w - -,black,2806,ExceptionallyDubious,2433,https://www.chess.com/member/ExceptionallyDubious,win,resigned,2014.08.24,https://www.chess.com/openings/Neo-Grunfeld-Defense-Classical-Original-Defense-7.Nc3-dxc4-8.a4,Neo Grunfeld Defense Classical Original Defense 7.Nc3 dxc4 8.a4,14:31:18,14:35:18,45,resigned
