userAccuracy,opponentAccuracy,gameUrl,gameId,timeClass,fen,userColor,userRating,opponent,opponentRating,opponentUrl,result,wonBy,date,openingUrl,opening,startTime,endTime,outcome,moveCount
88.02,75.5,https://www.chess.com/game/live/806502026?ref_id=74104030,806502026,blitz,4r1k1/1p5p/2q5/5B2/Pp6/1Pb3P1/2Qp3P/5R1K w - -,black,2767,wonderfultime,2434,https://www.chess.com/member/wonderfultime,win,resigned,2014.05.14,https://www.chess.com/openings/Kings-Indian-Attack-Double-Fianchetto-Variation-3.d4-Bg7-4.Bg2-c6-5.O-O,Kings Indian Attack Double Fianchetto Variation 3.d4 Bg7 4.Bg2 c6 5.O O,14:00:50,14:04:51,34,resigned
88.74,70.44,https://www.chess.com/game/live/806520930?ref_id=74104030,806520930,blitz,r5k1/4bp1p/6pP/pQ1R1b2/8/q1N1P3/1K3PP1/7R w - -,black,2780,wonderfultime,2426,https://www.chess.com/member/wonderfultime,win,checkmate,2014.05.14,https://www.chess.com/openings/Modern-Defense-with-1-d4,Modern Defense with 1 d4,14:27:36,14:30:39,27,checkmated
96.56,87.11,https://www.chess.com/game/live/806496560?ref_id=74104030,806496560,blitz,5rnk/p6p/1p2Ppp1/3Nq3/7P/6P1/P3QPBK/2r5 w - -,black,2759,wonderfultime,2438,https://www.chess.com/member/wonderfultime,win,resigned,2014.05.14,https://www.chess.com/openings/Reti-Opening-Sicilian-Invitation...7.Nc3-e6-8.O-O-Nge7,Reti Opening Sicilian Invitation...7.Nc3 e6 8.O O Nge7,13:52:56,13:56:00,29,resigned
,,https://www.chess.com/game/live/806499007?ref_id=74104030,806499007,blitz,5rk1/1p2b1pp/5p2/2PpPq2/1P6/2Q1PbB1/2P3PP/5RK1 b - -,white,2763,wonderfultime,2436,https://www.chess.com/member/wonderfultime,win,resigned,2014.05.14,https://www.chess.com/openings/Queens-Pawn-Opening-Torre-Gossip-Variation-4.Bf4,Queens Pawn Opening Torre Gossip Variation 4.Bf4,13:56:32,14:00:40,26,resigned
,,https://www.chess.com/game/live/806508403?ref_id=74104030,806508403,blitz,8/8/2K1k3/p1R5/1r6/1P6/P7/8 b - -,white,2771,wonderfultime,2432,https://www.chess.com/member/wonderfultime,win,resigned,2014.05.14,https://www.chess.com/openings/Queens-Pawn-Opening-Zukertort-Variation-2...e6-3.Bf4-Bd6,Queens Pawn Opening Zukertort Variation 2...e6 3.Bf4 Bd6,14:10:02,14:14:39,55,resigned
,,https://www.chess.com/game/live/806516524?ref_id=74104030,806516524,blitz,8/3k4/5PK1/6P1/8/4R3/4p3/4r3 b - -,white,2777,wonderfultime,2428,https://www.chess.com/member/wonderfultime,win,resigned,2014.05.14,https://www.chess.com/openings/Queens-Pawn-Opening-Krause-Variation...4.Bf4-Nc6-5.e3-Bd6,Queens Pawn Opening Krause Variation...4.Bf4 Nc6 5.e3 Bd6,14:21:47,14:27:25,62,resigned
78.1,89.4,https://www.chess.com/game/live/808728667?ref_id=74104030,808728667,blitz,1n1q2r1/4k3/1p2pRQ1/3pN1B1/p1pP3P/P1P5/8/6K1 b - -,black,2749,Cats4Sale,2343,https://www.chess.com/member/Cats4Sale,resigned,,2014.05.16,https://www.chess.com/openings/Owens-Defense...4.Qe2-e6-5.Nf3-d5-6.e5,Owens Defense...4.Qe2 e6 5.Nf3 d5 6.e5,23:34:11,23:37:32,34,resigned
84.58,85.04,https://www.chess.com/game/live/808724881?ref_id=74104030,808724881,blitz,8/1p2k1Q1/p2p1p2/2pP1P2/1qP5/8/8/2K5 b - -,white,2771,Cats4Sale,2328,https://www.chess.com/member/Cats4Sale,win,timeout,2014.05.16,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2-Nc6,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6,23:27:37,23:34:02,100,timeout
85.63,81.71,https://www.chess.com/game/live/808730796?ref_id=74104030,808730796,blitz,r1r4q/5p1k/p2R1bp1/1p1p4/3P4/2P2Q2/P1B2PPP/4R1K1 b - -,white,2751,Cats4Sale,2342,https://www.chess.com/member/Cats4Sale,win,resigned,2014.05.16,https://www.chess.com/openings/Ruy-Lopez-Opening-Morphy-Defense-Closed-Yates-Bogoljubov-Variation...12.e5-Ne4-13.Nc3-Nxc3-14.bxc3,Ruy Lopez Opening Morphy Defense Closed Yates Bogoljubov Variation...12.e5 Ne4 13.Nc3 Nxc3 14.bxc3,23:37:51,23:40:50,27,resigned
86.29,79.83,https://www.chess.com/game/live/808732660?ref_id=74104030,808732660,blitz,7Q/2k2p2/8/2q5/4p3/8/6PP/2r3NK w - -,black,2753,Cats4Sale,2341,https://www.chess.com/member/Cats4Sale,win,resigned,2014.05.16,https://www.chess.com/openings/Sicilian-Defense-Open-Najdorf-Opocensky-Modern-Line-9.f4-Qc7-10.a4-Nbd7,Sicilian Defense Open Najdorf Opocensky Modern Line 9.f4 Qc7 10.a4 Nbd7,23:41:01,23:46:36,43,resigned
86.95,90.89,https://www.chess.com/game/live/808722254?ref_id=74104030,808722254,blitz,6r1/1kp2p2/p3b3/PpB1P3/1Np2K2/2P4r/1P1R4/3R4 w - -,black,2769,Cats4Sale,2329,https://www.chess.com/member/Cats4Sale,win,resigned,2014.05.16,https://www.chess.com/openings/Ruy-Lopez-Opening-Berlin-lHermet-Berlin-Wall-Defense-9.Nc3-Bd7-10.Rd1-Kc8,Ruy Lopez Opening Berlin lHermet Berlin Wall Defense 9.Nc3 Bd7 10.Rd1 Kc8,23:23:26,23:27:26,36,resigned
90.31,86.41,https://www.chess.com/game/live/808735936?ref_id=74104030,808735936,blitz,1r6/R1nk2p1/4p3/3pP3/3N2PP/3KP3/8/8 b - -,white,2755,Cats4Sale,2340,https://www.chess.com/member/Cats4Sale,win,resigned,2014.05.16,https://www.chess.com/openings/Ruy-Lopez-Opening-Morphy-Defense-Closed-Yates-Bogoljubov-Variation...12.e5-Ne4-13.Nc3-Nxc3-14.bxc3,Ruy Lopez Opening Morphy Defense Closed Yates Bogoljubov Variation...12.e5 Ne4 13.Nc3 Nxc3 14.bxc3,23:46:41,23:50:30,41,resigned
73.88,79.18,https://www.chess.com/game/live/817406167?ref_id=74104030,817406167,blitz,8/8/8/8/3p4/3R4/2k1K3/8 w - -,black,2766,GMharikrishna,2525,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Reti-Opening,Reti Opening,17:43:42,17:50:15,72,timeout
77.33,87.99,https://www.chess.com/game/live/817475274?ref_id=74104030,817475274,blitz,r2r2k1/1bpR1pb1/1p2q2p/p3pQpP/4P3/2P1B3/PPB2PP1/3R2K1 w - -,black,2779,GMharikrishna,2513,https://www.chess.com/member/GMharikrishna,resigned,,2014.05.26,https://www.chess.com/openings/Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3,Modern Defense with 1 e4 2.d4 Bg7 3.Nf3,19:04:27,19:06:41,25,resigned
81.17,76.98,https://www.chess.com/game/live/817489136?ref_id=74104030,817489136,blitz,2k5/5r2/N4n2/1p1pp3/5b2/5P2/PPP3r1/1K1RR3 w - -,black,2782,GMharikrishna,2509,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Owens-Defense-2.d4-Bb7-3.Bd3,Owens Defense 2.d4 Bb7 3.Bd3,19:21:06,19:26:10,36,timeout
82.37,73.83,https://www.chess.com/game/live/817465406?ref_id=74104030,817465406,blitz,3q2kb/p4p2/3p1Pn1/2pp3N/4r1R1/7P/P4QP1/7K w - -,black,2792,GMharikrishna,2502,https://www.chess.com/member/GMharikrishna,win,resigned,2014.05.26,https://www.chess.com/openings/Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3,Modern Defense with 1 e4 2.d4 Bg7 3.Nf3,18:52:47,18:57:55,35,resigned
84.15,78.49,https://www.chess.com/game/live/817450850?ref_id=74104030,817450850,blitz,4R3/8/6p1/7k/7Q/6P1/4K3/8 b - -,white,2782,GMharikrishna,2511,https://www.chess.com/member/GMharikrishna,win,checkmate,2014.05.26,https://www.chess.com/openings/Mieses-Opening-1...d5,Mieses Opening 1...d5,18:35:56,18:42:20,54,checkmated
84.17,91.32,https://www.chess.com/game/live/817429887?ref_id=74104030,817429887,blitz,3B4/2p2k2/2p5/5p2/4Pb2/1PP4p/2P2Kb1/5N2 b - -,white,2766,GMharikrishna,2525,https://www.chess.com/member/GMharikrishna,resigned,,2014.05.26,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2-d6-3.e3-Nf6,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 d6 3.e3 Nf6,18:11:41,18:15:42,37,resigned
84.66,85.87,https://www.chess.com/game/live/817445399?ref_id=74104030,817445399,blitz,8/8/p6P/P7/4b3/1k2Bp2/2pK4/8 w - -,black,2778,GMharikrishna,2514,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Owens-Defense...5.Bd3-Nf6-6.Qe2-d5-7.exd5,Owens Defense...5.Bd3 Nf6 6.Qe2 d5 7.exd5,18:29:36,18:35:37,50,timeout
85.2,85.05,https://www.chess.com/game/live/817439495?ref_id=74104030,817439495,blitz,8/8/8/2K5/3p4/8/8/1Q1k1q2 b - -,white,2774,GMharikrishna,2517,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Mieses-Opening-1...d5-2.g3,Mieses Opening 1...d5 2.g3,18:22:54,18:29:20,74,timeout
85.76,80.94,https://www.chess.com/game/live/817469847?ref_id=74104030,817469847,blitz,8/3N1pk1/8/3PPPp1/4KnPp/5B2/7P/2b5 b - -,white,2795,GMharikrishna,2499,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Caro-Kann-Defense-Breyer-Variation...6.Bg2-Ne7-7.O-O-O-O-8.Re1,Caro Kann Defense Breyer Variation...6.Bg2 Ne7 7.O O O O 8.Re1,18:58:11,19:04:18,50,timeout
86.47,76.61,https://www.chess.com/game/live/817420252?ref_id=74104030,817420252,blitz,2r3k1/5ppp/B2N4/2Pp1b2/n2P1b2/7P/P2R2P1/2K1R3 b - -,white,2780,GMharikrishna,2513,https://www.chess.com/member/GMharikrishna,win,resigned,2014.05.26,https://www.chess.com/openings/London-System-3...c6,London System 3...c6,18:00:20,18:05:04,28,resigned
86.58,79.36,https://www.chess.com/game/live/817477277?ref_id=74104030,817477277,blitz,4r3/2KRr1k1/8/8/2P2RP1/8/8/8 b - -,white,2782,GMharikrishna,2510,https://www.chess.com/member/GMharikrishna,win,resigned,2014.05.26,https://www.chess.com/openings/Mieses-Opening-1...c5,Mieses Opening 1...c5,19:06:55,19:12:39,48,resigned
89,72.19,https://www.chess.com/game/live/817411993?ref_id=74104030,817411993,blitz,3rk2R/1pp3r1/p1npBB2/5pP1/1PP5/P2P4/8/2Kb4 b - -,white,2771,GMharikrishna,2521,https://www.chess.com/member/GMharikrishna,win,resigned,2014.05.26,https://www.chess.com/openings/Mieses-Opening,Mieses Opening,17:50:29,17:53:32,28,resigned
89.35,88.15,https://www.chess.com/game/live/817433588?ref_id=74104030,817433588,blitz,8/8/8/7p/6rk/8/6R1/6K1 w - -,black,2770,GMharikrishna,2521,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Kings-Pawn-Opening-St-George-Defense-2.d4,Kings Pawn Opening St George Defense 2.d4,18:16:01,18:22:30,74,timeout
89.78,88.98,https://www.chess.com/game/live/817460266?ref_id=74104030,817460266,blitz,8/7k/5Kp1/7p/7P/6P1/8/8 b - -,white,2789,GMharikrishna,2505,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Kings-Indian-Attack-Sicilian-Variation...5.d3-g6-6.Nbd2-Bg7,Kings Indian Attack Sicilian Variation...5.d3 g6 6.Nbd2 Bg7,18:47:00,18:52:36,76,timeout
90.28,86.76,https://www.chess.com/game/live/817493704?ref_id=74104030,817493704,blitz,8/6kp/5p2/2R2N2/8/6K1/r6P/8 b - -,white,2785,GMharikrishna,2506,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Grunfeld-Defense-Brinckmann-Attack...5.e3-c6-6.Nf3-O-O,Grunfeld Defense Brinckmann Attack...5.e3 c6 6.Nf3 O O,19:26:28,19:32:06,55,timeout
90.7,74.96,https://www.chess.com/game/live/817485481?ref_id=74104030,817485481,blitz,1r3k2/pbN2prp/3p1B1Q/2p1NqP1/5P2/1P2P3/P6P/5RK1 b - -,white,2779,GMharikrishna,2512,https://www.chess.com/member/GMharikrishna,win,resigned,2014.05.26,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Indian-Variation-2.Bb2-e6-3.e3,Nimzowitsch Larsen Attack Indian Variation 2.Bb2 e6 3.e3,19:16:41,19:20:54,24,resigned
91.42,87.37,https://www.chess.com/game/live/817401433?ref_id=74104030,817401433,blitz,8/5pk1/1p2p1pn/p1p1PN1p/2P2P1P/P2Q1qP1/1P5K/8 b - -,white,2761,GMharikrishna,2529,https://www.chess.com/member/GMharikrishna,win,resigned,2014.05.26,https://www.chess.com/openings/Mieses-Opening-1...d5,Mieses Opening 1...d5,17:38:12,17:43:25,36,resigned
94.2,90.9,https://www.chess.com/game/live/817414793?ref_id=74104030,817414793,blitz,5R2/8/k7/5p2/1P4p1/5r1p/5P1K/8 w - -,black,2776,GMharikrishna,2517,https://www.chess.com/member/GMharikrishna,win,resigned,2014.05.26,https://www.chess.com/openings/Reti-Opening,Reti Opening,17:53:48,17:59:57,59,resigned
,,https://www.chess.com/game/live/817424510?ref_id=74104030,817424510,blitz,1R6/r5k1/3R2p1/r3N1b1/8/7P/2P2PP1/q5K1 w - -,black,2784,GMharikrishna,2509,https://www.chess.com/member/GMharikrishna,win,timeout,2014.05.26,https://www.chess.com/openings/Modern-Defense-Rat-Defense-Accelerated-Gurgenidze-Variation-4.Nf3,Modern Defense Rat Defense Accelerated Gurgenidze Variation 4.Nf3,18:05:19,18:11:26,38,timeout
,,https://www.chess.com/game/live/817456625?ref_id=74104030,817456625,blitz,r7/1b2n1bk/4q1pp/4p3/7N/4P3/6PP/1B1R1QK1 w - -,black,2786,GMharikrishna,2508,https://www.chess.com/member/GMharikrishna,win,resigned,2014.05.26,https://www.chess.com/openings/Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3,Modern Defense with 1 e4 2.d4 Bg7 3.Nf3,18:42:39,18:46:40,25,resigned
,,https://www.chess.com/game/live/817482189?ref_id=74104030,817482189,blitz,2rq2kr/4np2/pp2p2p/4Q3/2pp3P/3B4/P4PP1/R1B1K2R w KQ -,black,2776,GMharikrishna,2515,https://www.chess.com/member/GMharikrishna,agreed,,2014.05.26,https://www.chess.com/openings/Kings-Pawn-Opening-St-George-Defense-2.d4,Kings Pawn Opening St George Defense 2.d4,19:12:50,19:16:29,23,agreed
68.07,79.05,https://www.chess.com/game/live/817774494?ref_id=74104030,817774494,blitz,3k1R2/6P1/8/1Kp5/6r1/8/8/8 b - -,white,2796,JamesColeman,2256,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Queens-Pawn-Opening-Stonewall-Attack,Queens Pawn Opening Stonewall Attack,2:17:47,2:23:54,71,resigned
75.35,79.41,https://www.chess.com/game/live/817764896?ref_id=74104030,817764896,blitz,2b3k1/ppp2rbN/5p2/3N4/1n1n1BP1/1P6/q1BQ1P2/2KR3R w - -,black,2791,JamesColeman,2267,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Modern-Defense-with-1-d4-2.Nf3-Bg7,Modern Defense with 1 d4 2.Nf3 Bg7,1:59:25,2:03:22,25,resigned
83.39,77.81,https://www.chess.com/game/live/817759965?ref_id=74104030,817759965,blitz,6k1/5p2/N3p1p1/3pP3/3b2P1/8/5P2/6K1 w - -,black,2789,JamesColeman,2273,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3,Modern Defense with 1 e4 2.d4 Bg7 3.Nf3,1:50:01,1:54:00,35,resigned
84.91,85.25,https://www.chess.com/game/live/817780932?ref_id=74104030,817780932,blitz,3r3r/qkp2p1p/4p1p1/p3Pn2/1R3P2/1PP5/5QPP/R5K1 b - -,white,2798,JamesColeman,2252,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Queens-Pawn-Opening-Stonewall-Attack,Queens Pawn Opening Stonewall Attack,2:30:09,2:32:53,27,resigned
85.08,79.96,https://www.chess.com/game/live/817770902?ref_id=74104030,817770902,blitz,1k3r2/p1p1b3/Pp2p3/1P2P2p/2PPp3/4B1pP/4K1P1/5R2 b - -,white,2794,JamesColeman,2260,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Queens-Pawn-Opening-Stonewall-Attack,Queens Pawn Opening Stonewall Attack,2:11:00,2:14:14,33,resigned
85.3,81.46,https://www.chess.com/game/live/817753248?ref_id=74104030,817753248,blitz,8/6k1/1n2p3/1P1pPpBP/3P4/8/4K3/8 b - -,white,2786,JamesColeman,2282,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Queens-Pawn-Opening-Stonewall-Attack,Queens Pawn Opening Stonewall Attack,1:37:34,1:41:55,44,resigned
88.67,80.91,https://www.chess.com/game/live/817755618?ref_id=74104030,817755618,blitz,5r1r/1k6/p2n2pb/qp1Pp3/2p1P1b1/2P2NPp/2B1Q2P/4RRNK w - -,black,2787,JamesColeman,2279,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3,Modern Defense with 1 e4 2.d4 Bg7 3.Nf3,1:42:02,1:45:43,35,resigned
91.06,86.95,https://www.chess.com/game/live/817772707?ref_id=74104030,817772707,blitz,b4rk1/4pp2/p5p1/3Pp2p/P1p1P1nP/2q3N1/1rB1QPP1/2R1R1K1 w - -,black,2795,JamesColeman,2258,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Modern-Defense-Standard-Line-3...a6-4.Nf3,Modern Defense Standard Line 3...a6 4.Nf3,2:14:22,2:17:37,25,resigned
96.21,83.68,https://www.chess.com/game/live/817767073?ref_id=74104030,817767073,blitz,r1k5/pp3ppp/5n2/5p2/1P1P4/2N1PP2/1P1K2PP/R7 b - -,white,2792,JamesColeman,2264,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Queens-Pawn-Opening-Stonewall-Attack,Queens Pawn Opening Stonewall Attack,2:03:37,2:05:05,19,resigned
,,https://www.chess.com/game/live/817757819?ref_id=74104030,817757819,blitz,7r/7P/2Pk4/8/4BP2/3P4/8/6K1 b - -,white,2788,JamesColeman,2276,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Mieses-Opening-1...d5,Mieses Opening 1...d5,1:46:01,1:49:52,46,resigned
,,https://www.chess.com/game/live/817762157?ref_id=74104030,817762157,blitz,6k1/6p1/1p3p1p/1Pn2N2/1PP5/7P/6PK/8 b - -,white,2790,JamesColeman,2270,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Queens-Pawn-Opening-Stonewall-Attack,Queens Pawn Opening Stonewall Attack,1:54:12,1:59:14,45,resigned
,,https://www.chess.com/game/live/817767952?ref_id=74104030,817767952,blitz,8/8/2K3kP/pp6/3p1pB1/1P3n2/P7/8 b - -,black,2793,JamesColeman,2262,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Modern-Defense-with-1-d4-2.Nf3-Bg7,Modern Defense with 1 d4 2.Nf3 Bg7,2:05:14,2:10:48,48,resigned
,,https://www.chess.com/game/live/817779152?ref_id=74104030,817779152,blitz,8/4p1k1/p5p1/P2r1p2/2Nb3p/5P1P/2R1K1P1/8 w - -,black,2797,JamesColeman,2254,https://www.chess.com/member/JamesColeman,win,resigned,2014.05.27,https://www.chess.com/openings/Modern-Defense-Standard-Line...7.Nf3-Bb7-8.a4-b4-9.Ne2,Modern Defense Standard Line...7.Nf3 Bb7 8.a4 b4 9.Ne2,2:26:42,2:29:57,36,resigned
,,https://www.chess.com/game/live/817783950?ref_id=74104030,817783950,blitz,5r1k/2r2n2/b3p2P/3n4/1p1PB3/5R2/1P1B2P1/R5K1 b - -,white,2799,Th3ChessViking,2344,https://www.chess.com/member/Th3ChessViking,win,timeout,2014.05.27,https://www.chess.com/openings/Indian-Game-2.e3-e6-3.Bd3,Indian Game 2.e3 e6 3.Bd3,2:36:18,2:41:44,41,timeout
,,https://www.chess.com/game/live/817786994?ref_id=74104030,817786994,blitz,6k1/1q3ppp/2b1p3/3p4/n1pP4/bpP1PB1P/rP1Q1PPB/1R3NK1 w - -,black,2800,Th3ChessViking,2343,https://www.chess.com/member/Th3ChessViking,win,resigned,2014.05.27,https://www.chess.com/openings/Queens-Pawn-Opening-St-George-Defense,Queens Pawn Opening St George Defense,2:42:02,2:44:15,25,resigned
71.71,19.11,https://www.chess.com/game/live/831588563?ref_id=74104030,831588563,blitz,6r1/P6R/P1p2r1k/2Pp4/6pP/3B1pKp/8/8 b - -,white,2809,hansen,2587,https://www.chess.com/member/hansen,win,checkmate,2014.06.11,https://www.chess.com/openings/Indian-Game-2.Bf4-d6,Indian Game 2.Bf4 d6,12:45:18,12:51:31,54,checkmated
78.53,72.5,https://www.chess.com/game/live/831621604?ref_id=74104030,831621604,blitz,8/6kp/6p1/p7/P3PP2/rB6/1K4PP/8 b - -,white,2822,Nouki,2516,https://www.chess.com/member/Nouki,win,resigned,2014.06.11,https://www.chess.com/openings/Grunfeld-Defense-Brinckmann-Grunfeld-Gambit-6.Qb3-c6,Grunfeld Defense Brinckmann Grunfeld Gambit 6.Qb3 c6,13:34:57,13:39:21,37,resigned
78.76,74.96,https://www.chess.com/game/live/831585074?ref_id=74104030,831585074,blitz,5r1k/6b1/6Qp/2pP3P/5q2/2n2N2/5pB1/R6K w - -,black,2805,hansen,2591,https://www.chess.com/member/hansen,win,resigned,2014.06.11,https://www.chess.com/openings/Reti-Opening-Kingside-Fianchetto-Variation-2.g3-Bg7-3.Bg2-d6-4.O-O,Reti Opening Kingside Fianchetto Variation 2.g3 Bg7 3.Bg2 d6 4.O O,12:40:10,12:45:05,36,resigned
79.65,77.91,https://www.chess.com/game/live/831624774?ref_id=74104030,831624774,blitz,1k2K3/3Q4/1q6/2pPp3/2P1P3/4b3/5p2/8 w - -,black,2824,Nouki,2512,https://www.chess.com/member/Nouki,win,timeout,2014.06.11,https://www.chess.com/openings/Queens-Pawn-Opening,Queens Pawn Opening,13:39:43,13:45:47,68,timeout
83.11,83,https://www.chess.com/game/live/831603910?ref_id=74104030,831603910,blitz,8/8/3K4/8/k7/8/8/8 b - -,black,2819,hansen,2579,https://www.chess.com/member/hansen,insufficient,,2014.06.11,https://www.chess.com/openings/Modern-Defense-Standard-Line-3...a6-4.Nf3,Modern Defense Standard Line 3...a6 4.Nf3,13:08:43,13:14:57,69,insufficient
84.56,79.46,https://www.chess.com/game/live/831601714?ref_id=74104030,831601714,blitz,8/N2k1p2/1p1np2p/3p4/3P1R1P/2PB4/PP4r1/2K5 b - -,white,2824,hansen,2574,https://www.chess.com/member/hansen,win,resigned,2014.06.11,https://www.chess.com/openings/Trompowsky-Attack-2...d5-3.Nd2-Nbd7-4.e3,Trompowsky Attack 2...d5 3.Nd2 Nbd7 4.e3,13:05:19,13:08:24,35,resigned
84.72,77.94,https://www.chess.com/game/live/831598589?ref_id=74104030,831598589,blitz,5bk1/R1N1r3/2p2n1p/1p4p1/3Q4/1PN1P1q1/8/5K2 b - -,black,2821,hansen,2577,https://www.chess.com/member/hansen,win,resigned,2014.06.11,https://www.chess.com/openings/Queens-Pawn-Opening...2.g3-g6-3.Bg2-Bg7-4.Nf3,Queens Pawn Opening...2.g3 g6 3.Bg2 Bg7 4.Nf3,13:00:36,13:05:08,43,resigned
85.04,84.51,https://www.chess.com/game/live/831632773?ref_id=74104030,831632773,blitz,6Q1/R7/3p3k/p1p1p2p/2P1P3/2P3P1/4q3/6K1 b - -,black,2820,Nouki,2517,https://www.chess.com/member/Nouki,repetition,,2014.06.11,https://www.chess.com/openings/Modern-Defense-Pterodactyl-Beefeater-Variation-6.e4-fxe4-7.f3,Modern Defense Pterodactyl Beefeater Variation 6.e4 fxe4 7.f3,13:51:04,13:55:41,56,repetition
85.36,71.95,https://www.chess.com/game/live/831611949?ref_id=74104030,831611949,blitz,5r1k/3p2pp/1p1N4/pP2P2n/P2q4/8/2P2RbP/2R3K1 w - -,black,2825,hansen,2573,https://www.chess.com/member/hansen,win,resigned,2014.06.11,https://www.chess.com/openings/Sicilian-Defense-Katalimov-Variation...4.Nxd4-Bb7-5.Nc3-a6-6.Bd3,Sicilian Defense Katalimov Variation...4.Nxd4 Bb7 5.Nc3 a6 6.Bd3,13:20:44,13:25:53,33,resigned
86.2,81.49,https://www.chess.com/game/live/831592793?ref_id=74104030,831592793,blitz,1r4RQ/2k5/8/2p1p3/4P3/1q4K1/8/8 w - -,black,2813,hansen,2583,https://www.chess.com/member/hansen,win,resigned,2014.06.11,https://www.chess.com/openings/Reti-Opening-Kingside-Fianchetto-Variation,Reti Opening Kingside Fianchetto Variation,12:51:47,12:57:51,55,resigned
87,86.7,https://www.chess.com/game/live/831640818?ref_id=74104030,831640818,blitz,8/8/8/8/4K3/8/3Nk3/8 b - -,black,2816,Nouki,2521,https://www.chess.com/member/Nouki,insufficient,,2014.06.11,https://www.chess.com/openings/Modern-Defense-Pterodactyl-Beefeater-Variation-6.e4-fxe4-7.f3,Modern Defense Pterodactyl Beefeater Variation 6.e4 fxe4 7.f3,14:02:06,14:06:23,55,insufficient
87.88,76.87,https://www.chess.com/game/live/831596933?ref_id=74104030,831596933,blitz,2r4r/b2qkpn1/p3p3/1pNpP2p/1P1N1Pp1/P2B2P1/5QP1/2R2RK1 b - -,white,2817,hansen,2580,https://www.chess.com/member/hansen,win,resigned,2014.06.11,https://www.chess.com/openings/Trompowsky-Attack-2...d5-3.Nd2-Nbd7-4.e3,Trompowsky Attack 2...d5 3.Nd2 Nbd7 4.e3,12:58:02,13:00:21,29,resigned
88.75,84.38,https://www.chess.com/game/live/831608236?ref_id=74104030,831608236,blitz,6k1/8/Rp4pp/3p1p2/3P3P/P1n5/8/7K b - -,white,2822,hansen,2576,https://www.chess.com/member/hansen,win,resigned,2014.06.11,https://www.chess.com/openings/Old-Benoni-Defense-2.e3-e6,Old Benoni Defense 2.e3 e6,13:15:13,13:20:26,44,resigned
94.01,94.07,https://www.chess.com/game/live/831615668?ref_id=74104030,831615668,blitz,8/8/8/1k4N1/8/6K1/8/8 b - -,white,2820,hansen,2578,https://www.chess.com/member/hansen,insufficient,,2014.06.11,https://www.chess.com/openings/Trompowsky-Attack-2...d5-3.Nd2-Nbd7-4.e3,Trompowsky Attack 2...d5 3.Nd2 Nbd7 4.e3,13:26:22,13:33:06,89,insufficient
,,https://www.chess.com/game/live/831629373?ref_id=74104030,831629373,blitz,2r5/1R4B1/4pkp1/p7/3b3P/P4P2/1P3P2/6K1 b - -,white,2826,Nouki,2508,https://www.chess.com/member/Nouki,win,resigned,2014.06.11,https://www.chess.com/openings/Indian-Game...3.e3-c5-4.c3-Nc6,Indian Game...3.e3 c5 4.c3 Nc6,13:46:03,13:50:40,37,resigned
