GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,TIME_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_SCORE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,EXACT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,20900858,36,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,30,2610,Made Shot,Pullup Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,9.761659695,77,60,1,1,20100225,GSW,DEN
Shot Chart Detail,20900919,135,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,34,2194,Made Shot,Running Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,9,9.546203434,-37,88,1,1,20100305,ATL,GSW
Shot Chart Detail,20900163,433,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,45,465,Made Shot,Running Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,8.904493248,75,48,1,1,20091118,BOS,GSW
Shot Chart Detail,20900602,451,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,51,831,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,8.570297544,-48,71,1,1,20100118,GSW,CHI
Shot Chart Detail,20900688,183,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,1,1801,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,8,8.002499609,2,80,1,1,20100129,GSW,CHA
Shot Chart Detail,20901096,191,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,41,1901,Made Shot,Floating Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,8,8.967719889,-89,11,1,1,20100328,LAC,GSW
Shot Chart Detail,20901200,220,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,26,1766,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,8,8.918520057,-27,85,1,1,20100411,GSW,OKC
Shot Chart Detail,20900271,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,52,1312,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7.472616677,20,72,1,1,20091203,GSW,HOU
Shot Chart Detail,20900511,298,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,7,1387,Made Shot,Pullup Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7.993122043,58,55,1,1,20100106,MIN,GSW
Shot Chart Detail,20900673,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,36,936,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7.762087348,48,61,1,1,20100127,GSW,NOH
Shot Chart Detail,20900877,164,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,5,1925,Made Shot,Fadeaway Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7.066116331,-32,63,1,1,20100227,GSW,DET
Shot Chart Detail,20900238,199,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,26,1826,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.1,0,61,1,1,20091128,GSW,LAL
Shot Chart Detail,20900383,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,25,2545,Made Shot,Running Hook Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.670832032,65,15,1,1,20091218,GSW,WAS
Shot Chart Detail,20900634,316,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,23,1103,Made Shot,Running Bank shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.463745044,53,37,1,1,20100122,GSW,NJN
Shot Chart Detail,20900844,225,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,45,1725,Made Shot,Turnaround Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.735725648,21,64,1,1,20100223,GSW,PHI
Shot Chart Detail,20901052,336,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,39,1059,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.313477647,31,55,1,1,20100322,GSW,PHX
Shot Chart Detail,20901194,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,48,1068,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.315061362,-62,12,1,1,20100410,LAC,GSW
Shot Chart Detail,20900634,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,19,2479,Made Shot,Running Bank shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5.586591089,-40,39,1,1,20100122,GSW,NJN
Shot Chart Detail,20900858,414,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,2,782,Made Shot,Running Hook Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5.798275606,-49,31,1,1,20100225,GSW,DEN
Shot Chart Detail,20901067,462,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,23,623,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5.3,0,53,1,1,20100324,GSW,MEM
Shot Chart Detail,20900271,407,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,2,602,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4.53431362,-34,30,1,1,20091203,GSW,HOU
Shot Chart Detail,20900662,282,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,49,1669,Made Shot,Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4.7,47,0,1,1,20100126,SAC,GSW
Shot Chart Detail,20900552,283,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,37,1477,Made Shot,Floating Jump shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,3,3.252691193,23,23,1,1,20100111,GSW,CLE
Shot Chart Detail,20900634,383,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,18,798,Made Shot,Running Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,3,3.101612484,1,31,1,1,20100122,GSW,NJN
Shot Chart Detail,20900800,223,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,11,1631,Made Shot,Driving Bank Hook Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,3,3.962322551,-7,39,1,1,20100217,GSW,SAC
Shot Chart Detail,20901130,49,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,39,2619,Made Shot,Running Jump Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,3,3.765634077,-7,37,1,1,20100402,GSW,NYK
Shot Chart Detail,20900082,286,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,21,1341,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.404163056,-7,23,1,1,20091106,GSW,LAC
Shot Chart Detail,20900289,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,46,2446,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.5,20,15,1,1,20091205,GSW,ORL
Shot Chart Detail,20900529,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,55,2755,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.828427125,20,20,1,1,20100108,GSW,SAC
Shot Chart Detail,20900552,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,16,2656,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.701851217,21,17,1,1,20100111,GSW,CLE
Shot Chart Detail,20900552,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,32,2432,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.617250466,18,19,1,1,20100111,GSW,CLE
Shot Chart Detail,20900552,565,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,30,30,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.640075756,24,11,1,1,20100111,GSW,CLE
Shot Chart Detail,20900581,157,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,21,1941,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.343074903,18,15,1,1,20100115,GSW,MIL
Shot Chart Detail,20900602,5,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,21,2841,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.247220505,-19,12,1,1,20100118,GSW,CHI
Shot Chart Detail,20900673,456,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,22,322,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.376972865,23,6,1,1,20100127,GSW,NOH
Shot Chart Detail,20900688,476,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,13,313,Made Shot,Running Hook Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.683281573,24,12,1,1,20100129,GSW,CHA
Shot Chart Detail,20900751,341,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,56,956,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.061552813,-5,20,1,1,20100206,GSW,OKC
Shot Chart Detail,20900751,551,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,34,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.62488095,20,17,1,1,20100206,GSW,OKC
Shot Chart Detail,20900800,185,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,35,1835,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.308679276,7,22,1,1,20100217,GSW,SAC
Shot Chart Detail,20900829,149,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,19,1879,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.11896201,20,7,1,1,20100221,GSW,ATL
Shot Chart Detail,20900829,338,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,23,923,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.404163056,17,17,1,1,20100221,GSW,ATL
Shot Chart Detail,20900844,227,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,16,1696,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.842534081,18,22,1,1,20100223,GSW,PHI
Shot Chart Detail,20900844,489,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,50,410,Made Shot,Running Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.729468813,-27,4,1,1,20100223,GSW,PHI
Shot Chart Detail,20900844,508,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,55,235,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.690724809,18,20,1,1,20100223,GSW,PHI
Shot Chart Detail,20900858,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,41,821,Made Shot,Running Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.6,0,26,1,1,20100225,GSW,DEN
Shot Chart Detail,20900877,310,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,10,970,Made Shot,Running Hook Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.158703314,21,-5,1,1,20100227,GSW,DET
Shot Chart Detail,20900995,273,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,14,1394,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.817800561,13,25,1,1,20100315,GSW,LAL
Shot Chart Detail,20900995,505,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,16,76,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.668332813,6,26,1,1,20100315,GSW,LAL
Shot Chart Detail,20901130,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,3,2583,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.102379604,9,19,1,1,20100402,GSW,NYK
Shot Chart Detail,20901200,194,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,24,1944,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.692582404,10,25,1,1,20100411,GSW,OKC
Shot Chart Detail,20901200,199,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,48,1908,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.507987241,-10,23,1,1,20100411,GSW,OKC
Shot Chart Detail,20901214,154,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,56,1976,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.687005769,-19,19,1,1,20100413,GSW,UTA
Shot Chart Detail,20901214,445,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,36,336,Made Shot,Running Hook Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,2,2.641968963,-13,23,1,1,20100413,GSW,UTA
Shot Chart Detail,20900015,520,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,0,0,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.58113883,-5,15,1,1,20091028,GSW,HOU
Shot Chart Detail,20900069,327,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,54,1014,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.55241747,-4,15,1,1,20091104,GSW,MEM
Shot Chart Detail,20900150,245,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,37,1477,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.104536102,-11,1,1,1,20091117,CLE,GSW
Shot Chart Detail,20900150,333,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,10,850,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.303840481,-7,11,1,1,20091117,CLE,GSW
Shot Chart Detail,20900216,271,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,9,1389,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.523154621,6,14,1,1,20091125,SAS,GSW
Shot Chart Detail,20900289,450,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,41,701,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.878829423,-8,17,1,1,20091205,GSW,ORL
Shot Chart Detail,20900581,12,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,57,2817,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.824828759,-18,3,1,1,20100115,GSW,MIL
Shot Chart Detail,20900634,429,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,41,521,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.063014581,-7,-8,1,1,20100122,GSW,NJN
Shot Chart Detail,20900634,524,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,51,111,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.655294536,7,15,1,1,20100122,GSW,NJN
Shot Chart Detail,20900673,148,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,31,1951,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.923538406,9,17,1,1,20100127,GSW,NOH
Shot Chart Detail,20900673,394,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,23,743,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.843908891,18,4,1,1,20100127,GSW,NOH
Shot Chart Detail,20900688,488,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,29,269,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.565247584,-7,14,1,1,20100129,GSW,CHA
Shot Chart Detail,20900688,525,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,58,118,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.044030651,10,3,1,1,20100129,GSW,CHA
Shot Chart Detail,20900751,34,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,58,2698,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.58113883,-13,9,1,1,20100206,GSW,OKC
Shot Chart Detail,20900751,93,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,22,2362,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.8,18,0,1,1,20100206,GSW,OKC
Shot Chart Detail,20900756,420,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,58,598,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.081665383,9,6,1,1,20100208,GSW,DAL
Shot Chart Detail,20900778,143,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,51,2031,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.615549442,15,6,1,1,20100210,GSW,LAC
Shot Chart Detail,20900800,180,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,12,1872,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.360147051,-13,4,1,1,20100217,GSW,SAC
Shot Chart Detail,20900800,322,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,10,1150,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.562049935,10,12,1,1,20100217,GSW,SAC
Shot Chart Detail,20900800,459,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,36,336,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.140175425,-11,3,1,1,20100217,GSW,SAC
Shot Chart Detail,20900814,506,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,37,97,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.118033989,-2,11,1,1,20100219,GSW,UTA
Shot Chart Detail,20900829,117,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,33,2133,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.562049935,-10,12,1,1,20100221,GSW,ATL
Shot Chart Detail,20900844,34,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,35,2675,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.077032961,-10,4,1,1,20100223,GSW,PHI
Shot Chart Detail,20900844,510,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,21,201,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.264911064,-4,12,1,1,20100223,GSW,PHI
Shot Chart Detail,20900858,542,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,32,152,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.55241747,15,4,1,1,20100225,GSW,DEN
Shot Chart Detail,20900877,292,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,21,1101,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.697056275,12,12,1,1,20100227,GSW,DET
Shot Chart Detail,20900877,317,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,7,907,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.476482306,-7,-13,1,1,20100227,GSW,DET
Shot Chart Detail,20900963,270,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,6,1446,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.431782106,13,6,1,1,20100311,GSW,POR
Shot Chart Detail,20900982,267,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,40,1360,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.708800749,-16,6,1,1,20100313,GSW,TOR
Shot Chart Detail,20900995,293,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,53,1253,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.96468827,-5,19,1,1,20100315,GSW,LAL
Shot Chart Detail,20901067,77,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,48,2448,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.603121954,-16,1,1,1,20100324,GSW,MEM
Shot Chart Detail,20901086,467,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,54,174,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.341640786,6,12,1,1,20100327,GSW,DAL
Shot Chart Detail,20901130,129,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,39,2199,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.780449381,-11,14,1,1,20100402,GSW,NYK
Shot Chart Detail,20901152,66,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,44,2444,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.3,-13,0,1,1,20100406,WAS,GSW
Shot Chart Detail,20901152,322,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,15,1095,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,1,1.360147051,-8,-11,1,1,20100406,WAS,GSW
Shot Chart Detail,20900015,508,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,29,29,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0.7071067812,-7,1,1,1,20091028,GSW,HOU
Shot Chart Detail,20900109,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,58,1738,Made Shot,Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0.7280109889,7,-2,1,1,20091111,IND,GSW
Shot Chart Detail,20900141,138,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,48,2148,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091114,MIL,GSW
Shot Chart Detail,20900141,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,19,919,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091114,MIL,GSW
Shot Chart Detail,20900150,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,10,2530,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0.9055385138,9,1,1,1,20091117,CLE,GSW
Shot Chart Detail,20900163,170,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,45,1905,Made Shot,Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0.8602325267,-5,7,1,1,20091118,BOS,GSW
Shot Chart Detail,20900204,171,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,2,2042,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091124,DAL,GSW
Shot Chart Detail,20900256,296,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,13,1393,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091201,DEN,GSW
Shot Chart Detail,20900298,227,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,1,1741,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091207,OKC,GSW
Shot Chart Detail,20900298,238,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,24,1704,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091207,OKC,GSW
Shot Chart Detail,20900298,462,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,37,517,Made Shot,Reverse Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091207,OKC,GSW
Shot Chart Detail,20900298,534,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,48,48,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091207,OKC,GSW
Shot Chart Detail,20900311,3,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,37,2857,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091209,NJN,GSW
Shot Chart Detail,20900311,92,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,18,2358,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091209,NJN,GSW
Shot Chart Detail,20900311,165,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,33,2013,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091209,NJN,GSW
Shot Chart Detail,20900311,294,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,7,1267,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091209,NJN,GSW
Shot Chart Detail,20900324,346,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,721,Made Shot,Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091211,CHI,GSW
Shot Chart Detail,20900332,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,7,2227,Made Shot,Driving Layup Shot,2PT Field Goal,2,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,1,1,20091212,DET,GSW
