GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,TIME_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_SCORE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,EXACT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,20900858,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,29,869,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),16-24 ft.,18,18.01776901,-180,-8,1,1,20100225,GSW,DEN
Shot Chart Detail,20900896,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,4,2584,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,18,18.31338308,7,183,1,1,20100302,MIA,GSW
Shot Chart Detail,20900919,214,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,43,1783,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,18,18.89047379,138,129,1,1,20100305,ATL,GSW
Shot Chart Detail,20900925,58,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,13,2473,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),16-24 ft.,18,18.49783771,184,19,1,1,20100306,CHA,GSW
Shot Chart Detail,20900982,118,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,4,2104,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,18,18.94967018,65,178,1,1,20100313,GSW,TOR
Shot Chart Detail,20901067,110,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,58,2218,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,18,18.66976165,130,134,1,1,20100324,GSW,MEM
Shot Chart Detail,20901067,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,31,1231,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,18,18.75446613,138,127,1,1,20100324,GSW,MEM
Shot Chart Detail,20901130,122,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,27,2247,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,18,18.75419953,24,186,1,1,20100402,GSW,NYK
Shot Chart Detail,20901145,327,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,31,1111,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,18,18.210162,20,181,1,1,20100404,TOR,GSW
Shot Chart Detail,20901163,297,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,43,1003,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,18,18.79707424,122,143,1,1,20100407,MIN,GSW
Shot Chart Detail,20901200,515,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,52,52,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,18,18.60779407,-95,160,1,1,20100411,GSW,OKC
Shot Chart Detail,20900015,453,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,31,391,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.0449406,118,123,1,1,20091028,GSW,HOU
Shot Chart Detail,20900096,433,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,12,732,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.83619915,138,113,1,1,20091108,SAC,GSW
Shot Chart Detail,20900096,544,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,20,80,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.64114509,-65,164,1,1,20091108,SAC,GSW
Shot Chart Detail,20900150,3,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,32,2852,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.63235662,-111,137,1,1,20091117,CLE,GSW
Shot Chart Detail,20900163,174,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,12,1872,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,17,17.64086166,12,176,1,1,20091118,BOS,GSW
Shot Chart Detail,20900238,15,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,37,2737,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.68191166,-136,113,1,1,20091128,GSW,LAL
Shot Chart Detail,20900238,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,13,73,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.16799348,95,143,1,1,20091128,GSW,LAL
Shot Chart Detail,20900298,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,14,2594,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.55135322,86,153,1,1,20091207,OKC,GSW
Shot Chart Detail,20900298,110,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,53,2273,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,17,17.54137965,29,173,1,1,20091207,OKC,GSW
Shot Chart Detail,20900345,285,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,39,1479,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.74852107,-125,126,1,1,20091214,PHI,GSW
Shot Chart Detail,20900369,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,3,2223,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.05520448,-108,132,1,1,20091216,GSW,SAS
Shot Chart Detail,20900552,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,53,1133,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,17,17.8002809,1,178,1,1,20100111,GSW,CLE
Shot Chart Detail,20900602,487,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,44,644,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.74852107,-125,126,1,1,20100118,GSW,CHI
Shot Chart Detail,20900673,427,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,51,531,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,17,17.3,0,173,1,1,20100127,GSW,NOH
Shot Chart Detail,20900673,445,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,50,410,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,17,17.50114282,2,175,1,1,20100127,GSW,NOH
Shot Chart Detail,20900717,421,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,35,755,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.33118576,-119,126,1,1,20100202,HOU,GSW
Shot Chart Detail,20900778,255,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,16,1396,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.59147521,61,165,1,1,20100210,GSW,LAC
Shot Chart Detail,20900778,346,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,24,864,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.34041522,-138,105,1,1,20100210,GSW,LAC
Shot Chart Detail,20900790,175,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,55,1915,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,17,17.4416169,39,170,1,1,20100216,LAL,GSW
Shot Chart Detail,20900790,315,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,37,1117,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.10467772,84,149,1,1,20100216,LAL,GSW
Shot Chart Detail,20900800,15,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,59,2759,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.92874786,140,112,1,1,20100217,GSW,SAC
Shot Chart Detail,20900858,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,11,2711,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.33580111,118,127,1,1,20100225,GSW,DEN
Shot Chart Detail,20900925,214,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,42,1662,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,17,17.28033564,31,170,1,1,20100306,CHA,GSW
Shot Chart Detail,20900925,422,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,17,437,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.46224499,138,107,1,1,20100306,CHA,GSW
Shot Chart Detail,20901086,277,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,1,1201,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.16799348,-95,143,1,1,20100327,GSW,DAL
Shot Chart Detail,20901096,32,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,49,2689,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.60255663,-139,108,1,1,20100328,LAC,GSW
Shot Chart Detail,20901130,499,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,5,65,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.16420694,-106,135,1,1,20100402,GSW,NYK
Shot Chart Detail,20901145,232,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,51,1671,Made Shot,Pullup Bank shot,2PT Field Goal,2,Mid-Range,Right Side(R),16-24 ft.,17,17.40028735,174,1,1,1,20100404,TOR,GSW
Shot Chart Detail,20901152,278,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,42,1422,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Left Side(L),16-24 ft.,17,17.60823671,-171,42,1,1,20100406,WAS,GSW
Shot Chart Detail,20901163,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,32,2612,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,17,17.17323499,-76,154,1,1,20100407,MIN,GSW
Shot Chart Detail,20901229,8,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,30,2850,Made Shot,Jump Bank Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,17,17.58010239,141,105,1,1,20100414,POR,GSW
Shot Chart Detail,20900015,413,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,26,626,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,16,16.21634977,-64,149,1,1,20091028,GSW,HOU
Shot Chart Detail,20900101,258,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,42,1542,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Right Side(R),16-24 ft.,16,16.19413474,160,25,1,1,20091109,GSW,MIN
Shot Chart Detail,20900238,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,53,1733,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,16,16.03277892,-37,156,1,1,20091128,GSW,LAL
Shot Chart Detail,20900271,438,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,17,437,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side(R),16-24 ft.,16,16.8629772,140,94,1,1,20091203,GSW,HOU
Shot Chart Detail,20900311,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,30,2790,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side Center(RC),16-24 ft.,16,16.74305826,103,132,1,1,20091209,NJN,GSW
Shot Chart Detail,20900619,446,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,58,538,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),16-24 ft.,16,16.63640586,-166,-11,1,1,20100120,GSW,DEN
Shot Chart Detail,20900844,239,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,29,1649,Made Shot,Turnaround Jump Shot,2PT Field Goal,2,Mid-Range,Left Side Center(LC),16-24 ft.,16,16.84399003,-114,124,1,1,20100223,GSW,PHI
Shot Chart Detail,20900896,531,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,1,61,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,16,16.80476123,4,168,1,1,20100302,MIA,GSW
Shot Chart Detail,20901163,25,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,57,2697,Made Shot,Floating Jump shot,2PT Field Goal,2,Mid-Range,Center(C),16-24 ft.,16,16.07980099,-16,160,1,1,20100407,MIN,GSW
Shot Chart Detail,20901194,247,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,1,1561,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),16-24 ft.,16,16.01124605,-150,56,1,1,20100410,LAC,GSW
Shot Chart Detail,20900216,543,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,48,108,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,15,15.76863976,-111,112,1,1,20091125,SAS,GSW
Shot Chart Detail,20900409,107,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,9,2289,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,15,15.48063306,94,123,1,1,20091222,MEM,GSW
Shot Chart Detail,20900438,224,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,11,1691,Made Shot,Fadeaway Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,15,15.18189711,132,75,1,1,20091226,GSW,PHX
Shot Chart Detail,20900552,296,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,13,1393,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),8-16 ft.,15,15.40519393,4,154,1,1,20100111,GSW,CLE
Shot Chart Detail,20900662,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,15,2715,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),8-16 ft.,15,15.51676513,-19,154,1,1,20100126,SAC,GSW
Shot Chart Detail,20900688,538,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,6,6,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,15,15.54638222,-155,12,1,1,20100129,GSW,CHA
Shot Chart Detail,20900703,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,6,2826,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),8-16 ft.,15,15.75436447,54,148,1,1,20100131,OKC,GSW
Shot Chart Detail,20900756,205,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,0,1860,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,15,15.00733154,-111,101,1,1,20100208,GSW,DAL
Shot Chart Detail,20900829,81,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,12,2292,Made Shot,Floating Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,15,15.23220273,-81,129,1,1,20100221,GSW,ATL
Shot Chart Detail,20900919,306,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,42,1242,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,15,15.36879956,88,126,1,1,20100305,ATL,GSW
Shot Chart Detail,20900944,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,11,2651,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,15,15.981239,114,112,1,1,20100308,NOH,GSW
Shot Chart Detail,20900982,436,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,16,376,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),8-16 ft.,15,15.63713529,56,146,1,1,20100313,GSW,TOR
Shot Chart Detail,20901086,349,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,36,816,Made Shot,Turnaround Jump Shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,15,15.31176019,-153,6,1,1,20100327,GSW,DAL
Shot Chart Detail,20901119,576,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,2,122,Made Shot,Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,15,15.16377262,65,137,1,1,20100331,UTA,GSW
Shot Chart Detail,20901130,334,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,21,1101,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),8-16 ft.,15,15.92482339,-32,156,1,1,20100402,GSW,NYK
Shot Chart Detail,20901163,386,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,32,452,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,15,15.38083223,-101,116,1,1,20100407,MIN,GSW
Shot Chart Detail,20901229,210,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,26,1646,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,15,15.92011306,132,89,1,1,20100414,POR,GSW
Shot Chart Detail,20900141,128,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,22,2182,Made Shot,Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,14,14.0064271,-67,123,1,1,20091114,MIL,GSW
Shot Chart Detail,20900503,62,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,19,2539,Made Shot,Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,14.58903698,-80,122,1,1,20100105,DEN,GSW
Shot Chart Detail,20900511,433,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,13,673,Made Shot,Pullup Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,14,14.2126704,-34,138,1,1,20100106,MIN,GSW
Shot Chart Detail,20900581,256,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,11,1511,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),8-16 ft.,14,14.00571312,-4,140,1,1,20100115,GSW,MIL
Shot Chart Detail,20900619,330,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,15,1155,Made Shot,Step Back Jump shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,14,14.41700385,144,7,1,1,20100120,GSW,DEN
Shot Chart Detail,20900717,333,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,33,1173,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,14,14.5,-144,17,1,1,20100202,HOU,GSW
Shot Chart Detail,20900982,461,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,6,186,Made Shot,Jump Bank Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,14,14.14390328,129,58,1,1,20100313,GSW,TOR
Shot Chart Detail,20901052,309,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,3,1263,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Center(C),8-16 ft.,14,14.61677119,7,146,1,1,20100322,GSW,PHX
Shot Chart Detail,20901119,302,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,35,1475,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Center(C),8-16 ft.,14,14.80540442,4,148,1,1,20100331,UTA,GSW
Shot Chart Detail,20901163,219,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,3,1443,Made Shot,Floating Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,14,14.22146265,-97,104,1,1,20100407,MIN,GSW
Shot Chart Detail,20901229,474,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,49,109,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,14,14.3251527,136,45,1,1,20100414,POR,GSW
Shot Chart Detail,20900141,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,26,866,Made Shot,Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,13,13.78187215,-15,137,1,1,20091114,MIL,GSW
Shot Chart Detail,20900529,2,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,49,2869,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,13,13.53587825,129,41,1,1,20100108,GSW,SAC
Shot Chart Detail,20900756,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,15,2535,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,13,13.61322886,136,6,1,1,20100208,GSW,DAL
Shot Chart Detail,20900800,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,16,2656,Made Shot,Pullup Jump shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,13,13.80036231,138,1,1,1,20100217,GSW,SAC
Shot Chart Detail,20900995,67,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,0,2400,Made Shot,Pullup Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,13,13.13087964,9,131,1,1,20100315,GSW,LAL
Shot Chart Detail,20900289,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,27,867,Made Shot,Floating Jump shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,12,12.3004065,-123,1,1,1,20091205,GSW,ORL
Shot Chart Detail,20900756,325,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,57,1197,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,12,12.30650235,51,112,1,1,20100208,GSW,DAL
Shot Chart Detail,20900963,20,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,58,2758,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,12,12.97574661,129,14,1,1,20100311,GSW,POR
Shot Chart Detail,20901067,479,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,53,533,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,12,12.30162591,2,123,1,1,20100324,GSW,MEM
Shot Chart Detail,20901096,112,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,47,2327,Made Shot,Turnaround Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,12,12.50039999,125,1,1,1,20100328,LAC,GSW
Shot Chart Detail,20901152,155,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,43,2143,Made Shot,Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,12,12.94681428,-11,129,1,1,20100406,WAS,GSW
Shot Chart Detail,20901229,465,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,19,199,Made Shot,Jump Shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,12,12.5876924,-122,31,1,1,20100414,POR,GSW
Shot Chart Detail,20900204,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,43,2443,Made Shot,Running Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,11.51086443,-73,89,1,1,20091124,DAL,GSW
Shot Chart Detail,20900324,248,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,43,1423,Made Shot,Running Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,11,11,110,0,1,1,20091211,CHI,GSW
Shot Chart Detail,20900634,296,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,7,1267,Made Shot,Turnaround Bank shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,11,11.1,111,0,1,1,20100122,GSW,NJN
Shot Chart Detail,20900963,175,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,25,2005,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,11.43372205,73,88,1,1,20100311,GSW,POR
Shot Chart Detail,20900995,420,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,4,484,Made Shot,Fadeaway Bank shot,2PT Field Goal,2,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,11.37189518,-64,94,1,1,20100315,GSW,LAL
Shot Chart Detail,20901200,371,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,37,937,Made Shot,Fadeaway Jump Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,11,11.96035117,119,12,1,1,20100411,GSW,OKC
Shot Chart Detail,20900030,476,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,6,546,Made Shot,Jump Bank Shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,10,10.64377752,95,48,1,1,20091030,PHX,GSW
Shot Chart Detail,20900369,496,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,48,48,Made Shot,Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,10.37304198,58,86,1,1,20091216,GSW,SAS
Shot Chart Detail,20900487,430,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,11,431,Made Shot,Running Jump Shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,10,10.55746182,-105,11,1,1,20100102,POR,GSW
Shot Chart Detail,20901200,134,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,59,2279,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,10,10.25524256,-41,94,1,1,20100411,GSW,OKC
Shot Chart Detail,20900204,511,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,8,68,Made Shot,Running Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,9.360021367,75,56,1,1,20091124,DAL,GSW
Shot Chart Detail,20900458,120,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,44,2204,Made Shot,Floating Jump shot,2PT Field Goal,2,Mid-Range,Right Side(R),8-16 ft.,9,9.464142856,91,26,1,1,20091229,LAL,GSW
Shot Chart Detail,20900581,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,21,2841,Made Shot,Running Jump Shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,9,9.027181177,-90,7,1,1,20100115,GSW,MIL
Shot Chart Detail,20900644,269,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,3,1443,Made Shot,Jump Shot,2PT Field Goal,2,In The Paint (Non-RA),Center(C),8-16 ft.,9,9.302150289,-2,93,1,1,20100123,PHX,GSW
Shot Chart Detail,20900751,389,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,7,727,Made Shot,Floating Jump shot,2PT Field Goal,2,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,9.823441352,61,77,1,1,20100206,GSW,OKC
Shot Chart Detail,20900800,312,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,58,1198,Made Shot,Jump Bank Shot,2PT Field Goal,2,Mid-Range,Left Side(L),8-16 ft.,9,9.261209424,-84,39,1,1,20100217,GSW,SAC
